p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DCLRE1C	3.00392319927406e-08	-0.558759595308653	0.064	0.091	0.000737282910029826
ULBP2	3.01489590988444e-08	0.626085651717952	0.054	0.033	0.000739976052122038
SNX18	3.04019473165978e-08	-0.484654772095078	0.052	0.078	0.000746185394938577
PEX16	3.07887477783574e-08	-0.541359146974228	0.065	0.091	0.000755679025472004
PHGR1	3.10437146461118e-08	3.60147920704487	0.005	0.001	0.000761936932274167
PRKCA	3.11579804795285e-08	0.356947871985936	0.16	0.121	0.000764741472889547
DENND3	3.12824412456894e-08	0.879998206768765	0.05	0.031	0.0007677962379342
CPSF2	3.1413175838532e-08	0.575267246255503	0.145	0.112	0.000771004987780928
AC069224.1	3.2109338462682e-08	-1.39730504882396	0.004	0.015	0.000788091603228066
MINK1	3.26244109717232e-08	-0.446148577668936	0.061	0.088	0.000800733542889975
MYL6B	3.30552143352775e-08	0.5801905966168	0.07	0.047	0.000811307180645052
AL731569.1	3.30769538783229e-08	-1.9834183568514	0.004	0.014	0.000811840755989557
CABLES2	3.34519001260739e-08	1.4783397830187	0.019	0.008	0.000821043436694357
HIPK4	3.34661011560214e-08	1.27657741515335	0.006	0.001	0.00082139198677339
CALU	3.35268608706896e-08	0.769698846671497	0.113	0.084	0.000822883273210204
VSNL1	3.37243609759344e-08	7.34930636127214	0.003	0	0.000827730715793333
LAMA4	3.37243609759344e-08	7.65338663804214	0.003	0	0.000827730715793333
HDC	3.37243609759344e-08	6.80085632987846	0.003	0	0.000827730715793333
IL20	3.37243609759344e-08	6.05013510839462	0.003	0	0.000827730715793333
TEX45	3.37243609759344e-08	5.66989539537437	0.003	0	0.000827730715793333
ACAT1	3.37712645369156e-08	0.501309976004567	0.125	0.093	0.000828881916794057
IFITM3	3.41145256444629e-08	1.03125757057295	0.096	0.07	0.000837306917417698
P2RX7	3.41900793536532e-08	-0.552400415701888	0.023	0.041	0.000839161307656064
CCDC96	3.42077354034926e-08	-2.42729063886143	0.005	0.016	0.000839594657743323
MR1	3.45076031458601e-08	-0.252151941598506	0.091	0.122	0.00084695461161199
RAB3B	3.46537051477131e-08	1.93664418005484	0.013	0.004	0.000850540539145469
JAM3	3.46871344388652e-08	0.923825017517487	0.022	0.01	0.000851361027667508
RBM28	3.49585942630415e-08	-0.323113865166146	0.115	0.147	0.00085802373759209
NFKB2	3.51774732771412e-08	0.441638085851324	0.238	0.196	0.000863395904114153
PIF1	3.52636631599583e-08	1.26210116372078	0.024	0.012	0.000865511348598017
LINC01644	3.55818545791531e-08	-3.06153580800204	0	0.008	0.000873321038790734
ZNF394	3.57500141363375e-08	-0.314173240118609	0.165	0.2	0.000877448346962267
NDC1	3.5816656250523e-08	0.834911788139386	0.034	0.018	0.000879084011012836
NHSL2	3.60812232306385e-08	-0.716610835954697	0.018	0.034	0.000885577542972792
TMEM178B	3.62094961273089e-08	4.97908098442674	0.005	0	0.000888725872948671
GAK	3.62738700621462e-08	-0.257720027827017	0.133	0.168	0.000890305866805316
NUTM2A-AS1	3.64519755347246e-08	-0.445405534127277	0.061	0.087	0.00089467728752428
AL109741.1	3.64724592934848e-08	-1.10356342399556	0.013	0.029	0.000895180040899291
FAM91A1	3.65104944174141e-08	0.582820713483885	0.134	0.102	0.000896113574981011
SZRD1	3.66120341003303e-08	0.584279355704598	0.218	0.179	0.000898605764958507
RBM15	3.66300629887212e-08	0.704090444124368	0.113	0.084	0.000899048265995172
AL512625.1	3.67414839172894e-08	-2.06931642502401	0.004	0.014	0.000901782981265952
DNAJC25	3.71151631594374e-08	0.887100680692845	0.044	0.026	0.000910954564585233
CCDC90B	3.71709364463182e-08	-0.411204021250401	0.109	0.141	0.000912323464138434
NABP2	3.72771451029548e-08	0.77864518270563	0.069	0.046	0.000914930249406923
GLI4	3.76256216962771e-08	-0.99374842939361	0.025	0.044	0.000923483258913426
FOXK2	3.76471440127013e-08	0.546909082071783	0.083	0.057	0.000924011502647741
TUBB6	3.78944729758446e-08	2.98098789826187	0.007	0.001	0.000930081944719129
RNF157	3.79609374930028e-08	-0.658553123659979	0.064	0.09	0.000931713249828262
PLCH2	3.83014074164803e-08	-0.757727340673174	0.021	0.039	0.000940069743630091
AC139491.7	3.86201260323604e-08	2.27115190836059	0.007	0.001	0.000947892373338254
TMEM203	3.89405088083868e-08	-0.589002424169404	0.05	0.074	0.000955755848193045
MOSPD3	3.91876326643028e-08	-0.534857591945629	0.032	0.053	0.000961821256112648
HSPA13	3.96427494205238e-08	0.618448493343156	0.107	0.078	0.000972991641777336
UBE2H	4.01492772322364e-08	0.596812862215375	0.217	0.179	0.00098542386038801
ADAMTSL4	4.0182586812774e-08	0.952225286875173	0.039	0.023	0.000986241410732726
UBE2Z	4.02503744654875e-08	0.628730090403047	0.187	0.151	0.000987905190880924
NT5E	4.03921840331381e-08	1.80875655608918	0.015	0.006	0.000991385764909341
ZNF583	4.05165427516655e-08	-1.28935773656044	0.016	0.032	0.000994438025296878
AC007038.1	4.1412783717221e-08	-1.35263250279129	0.008	0.021	0.00101643536355547
CCL28	4.1450413433005e-08	-0.6150444260244	0.028	0.048	0.00101735894729967
ALDH7A1	4.15250705636978e-08	-1.15075685099211	0.01	0.024	0.0010191913319154
ODC1	4.1578338240502e-08	0.430409909109218	0.28	0.239	0.00102049873377488
HUWE1	4.18257288436534e-08	0.448097114868143	0.274	0.231	0.00102657068873863
SNRPD1	4.18634970054763e-08	0.618488757532325	0.238	0.201	0.00102749767050241
ARHGAP32	4.18696889188093e-08	1.81446947826195	0.011	0.003	0.00102764964482325
EFCAB14-AS1	4.19420009104581e-08	3.26643613019764	0.007	0.001	0.00102942447034628
SCMH1	4.25961715027295e-08	-1.1305496597707	0.021	0.039	0.00104548043336299
HCFC1R1	4.27535021232077e-08	0.774724702027484	0.071	0.048	0.00104934195611201
FXYD7	4.28039494009655e-08	-1.13413579760397	0.024	0.043	0.0010505801340973
ODAPH	4.28926407635602e-08	2.5895244615023	0.005	0.001	0.00105275697490082
TBXA2R	4.33005634524593e-08	1.79026329798065	0.005	0.001	0.00106276902937716
EXOC3-AS1	4.36254074013443e-08	-1.0493256019423	0.013	0.028	0.0010707419992586
PIGA	4.37866730966499e-08	0.825944934623837	0.044	0.026	0.00107470010448417
MED11	4.38590382563497e-08	-0.356623962142361	0.057	0.084	0.00107647623496385
AC008440.1	4.3885202626436e-08	-4.04342828523095	0.001	0.009	0.00107711841326325
ST3GAL1	4.39141860870933e-08	0.442783974704582	0.249	0.207	0.00107782978332162
METTL15	4.40445205529287e-08	0.440550003302267	0.138	0.104	0.00108102871245108
RMDN1	4.40704053876752e-08	-0.480419203875824	0.086	0.115	0.0010816640298351
CEP76	4.43605345776172e-08	0.848943169648349	0.041	0.024	0.00108878496067304
NUDT16L1	4.4523268756673e-08	-0.350854843692479	0.104	0.134	0.00109277910836378
CFL1	4.5025926312135e-08	0.279627586658838	0.827	0.867	0.00110511633540504
EEFSEC	4.52281246366196e-08	-0.609825793597615	0.042	0.064	0.00111007909108119
AGFG1	4.58982107303823e-08	0.564065114268722	0.172	0.136	0.0011265256841665
DPEP2	4.62072187640487e-08	0.702172529009883	0.032	0.017	0.00113410997734481
IPO13	4.6589065087753e-08	1.10739644152697	0.027	0.014	0.00114348201351381
ZNF525	4.66563001161352e-08	-0.978699198959346	0.026	0.045	0.00114513223005042
INPP5B	4.68201049911388e-08	-0.43618861224	0.051	0.075	0.00114915265690251
CAV2	4.69400442583617e-08	3.11416873070916	0.007	0.001	0.00115209644627723
NR2F6	4.7055100346125e-08	2.02656238357471	0.01	0.003	0.00115492038289529
MAD2L2	4.81191129991847e-08	0.874628395207396	0.079	0.055	0.00118103550945199
AC007038.2	4.83213804464842e-08	-1.40857281066077	0.008	0.021	0.00118599996167851
BAMBI	4.86571489773598e-08	1.15945690895642	0.016	0.006	0.00119424106450032
METTL25	4.93037038893273e-08	-0.85916709321735	0.025	0.044	0.00121011010825965
AC068768.2	4.98045564163743e-08	1.64370234250444	0.01	0.003	0.00122240303268349
ALG8	4.99097847329411e-08	-0.704342516854386	0.047	0.07	0.00122498575648531
AC104596.1	5.05434473159614e-08	-2.36513082831128	0.003	0.013	0.00124053837092296
PTGFRN	5.11965044705701e-08	3.09289253503778	0.007	0.001	0.00125656700572567
ZNF688	5.13384129894015e-08	-0.353405091074408	0.054	0.079	0.00126005000841187
KSR1	5.14676384010044e-08	1.11713047250397	0.05	0.032	0.00126322171691425
MTERF4	5.15421394479797e-08	-0.424948942802032	0.133	0.164	0.00126505027061121
ZNF584	5.16661601159117e-08	-0.77012078501766	0.028	0.047	0.00126809423388494
ZNF563	5.17036981574783e-08	0.94718499626145	0.023	0.011	0.00126901556757715
BCAR3	5.17424914091567e-08	2.85244706347347	0.007	0.001	0.00126996770914634
SLTM	5.33499123808628e-08	0.392360384343874	0.419	0.381	0.0013094202494759
KCNC4	5.38583342378991e-08	0.891519185765477	0.031	0.016	0.00132189895553499
AC211476.2	5.4009593367251e-08	-1.72946608358519	0.005	0.015	0.00132561145960581
PPP5D1	5.44821169788638e-08	-0.970122829714201	0.014	0.03	0.00133720907912923
ZNF844	5.46308215058124e-08	0.47524589369115	0.055	0.034	0.00134085888303866
MED25	5.47882769351498e-08	0.812069267530344	0.08	0.056	0.00134472346909632
NCOA6	5.50427514130885e-08	0.617141224391802	0.118	0.088	0.00135096929068284
PCSK1N	5.53298512881478e-08	0.771182977073473	0.023	0.011	0.0013580158700163
DEPDC7	5.55315478041103e-08	2.56064862374487	0.006	0.001	0.00136296630930408
AC002310.1	5.5911088424599e-08	-1.10920169736194	0.011	0.025	0.00137228175429336
AC012368.1	5.59428925643457e-08	1.8324816133695	0.009	0.003	0.0013730623550993
BTBD19	5.72343041037441e-08	0.526520635513621	0.059	0.038	0.00140475875992229
RPN2	5.84587955141081e-08	0.620038469476003	0.23	0.193	0.00143481267709827
AL445472.1	5.87929498888658e-08	-0.590952491382774	0.018	0.035	0.00144301416207232
ZNF516	5.88050056174295e-08	0.959152882958431	0.016	0.006	0.00144331005787419
JMJD1C	5.93805227771407e-08	0.46134418738376	0.436	0.408	0.00145743555104214
ZRANB1	5.9583067651008e-08	0.498134273095158	0.138	0.105	0.00146240681242634
C21orf2	5.98045116898772e-08	-0.774678194102927	0.033	0.054	0.00146784193491635
PPP1R27	6.01072102660454e-08	1.41734868893959	0.009	0.002	0.00147527136876982
NPIPB11	6.06960484438711e-08	1.34514678623897	0.018	0.007	0.00148972381300637
TMEM50B	6.2093161077424e-08	-0.307268498965194	0.108	0.14	0.00152401454548429
AC073389.1	6.30405771826036e-08	-1.28153446092324	0.013	0.027	0.00154726792636982
CHPF	6.32276382538789e-08	1.50050929884721	0.025	0.013	0.0015518591533032
WDR66	6.33087992711696e-08	0.709174336237549	0.017	0.007	0.00155385116931159
MARCH8	6.38623191342183e-08	-0.362903916446103	0.053	0.078	0.00156743676083025
GRPEL2	6.39288837023441e-08	0.819090690624539	0.047	0.029	0.00156907052159033
MRPL24	6.39572576060619e-08	0.882664544954858	0.077	0.053	0.00156976693068318
STRIP1	6.41828074669143e-08	0.834261472852617	0.061	0.04	0.00157530282646795
FBXL8	6.45315017344463e-08	-1.32453844303232	0.011	0.025	0.00158386117857025
AC008676.1	6.4768859861054e-08	0.899239456681798	0.031	0.016	0.00158968689642971
AC103706.1	6.52662886632923e-08	-1.59580059534686	0.006	0.017	0.00160189578895185
AC093525.6	6.53059254429861e-08	1.29108566336427	0.014	0.005	0.00160286863407265
A1BG	6.57470632033154e-08	-0.464557017040257	0.087	0.116	0.00161369591926217
LINC01285	6.65501463401437e-08	1.21410896486883	0.026	0.013	0.00163340679177249
JADE1	6.67235449351633e-08	0.355156770368388	0.208	0.167	0.00163766268688865
RP2	6.76837928362319e-08	0.900942818869926	0.05	0.031	0.00166123101137248
CTBP2	6.79235170741397e-08	0.729083468465063	0.066	0.044	0.00166711480306768
UCK2	6.81752620368078e-08	1.41776489194004	0.02	0.009	0.00167329363143141
RC3H2	6.835570910904e-08	0.607320338840007	0.199	0.164	0.00167772252437228
JHY	6.84988780274404e-08	-1.04144124048081	0.018	0.035	0.0016812364623055
SPRTN	6.91418235666782e-08	-0.453258019026226	0.074	0.101	0.00169701691762055
GAS7	6.95015062302281e-08	1.48141155446573	0.036	0.02	0.00170584496891472
RORC	6.9534259237206e-08	-1.29714878364629	0.012	0.026	0.00170664885871798
IMPDH2	6.99262015700456e-08	0.389146937838579	0.143	0.108	0.0017162686913352
AL031283.1	7.04080968189664e-08	-2.25661728147634	0.004	0.014	0.00172809632832471
LINC01353	7.14941175584403e-08	-1.49247080799772	0.014	0.03	0.00175475162135436
SINHCAF	7.16769769235563e-08	0.40266811783975	0.202	0.161	0.00175923972161177
AC090515.2	7.18914203986663e-08	-3.05040053216791	0.002	0.01	0.00176450302226487
SZT2	7.21273342519932e-08	-0.534405778068916	0.053	0.078	0.00177029329188092
PRPF40A	7.2806136998823e-08	0.360177832218175	0.44	0.41	0.00178695382649911
IREB2	7.36945554664854e-08	-0.323189454739011	0.124	0.156	0.00180875916936942
EPB41L4A	7.37109722567291e-08	-1.13711117145128	0.009	0.022	0.00180916210306916
SAG	7.50203647393929e-08	-3.10729106586575	0.001	0.009	0.00184129983216366
ARID5A	7.69372670310668e-08	0.516231640277789	0.229	0.189	0.0018883482820105
CBR4	7.80598689506187e-08	-0.553834638564827	0.047	0.07	0.00191590142352399
CCNC	7.82072180914734e-08	-0.413094730035991	0.088	0.116	0.00191951796083712
LATS1	7.93032452414096e-08	-0.344419999599455	0.117	0.15	0.00194641885120516
DPP4	8.0956041013633e-08	-0.445963130979158	0.071	0.098	0.00198698507063861
AP001010.1	8.19654075509101e-08	3.80745790080847	0.005	0.001	0.00201175896292954
PHIP	8.1973171198515e-08	0.366206180577935	0.37	0.328	0.00201194951389635
RNF128	8.21470893432871e-08	6.41698608473089	0.004	0	0.00201621816084164
DACT1	8.22169075966348e-08	5.72552895144268	0.004	0	0.0020179317800518
UTP11	8.22252921694802e-08	0.586066283166589	0.113	0.084	0.00201813757100772
ZNF649	8.23325785027419e-08	-1.00269390152688	0.016	0.031	0.0020207708067713
TRPC5	8.35837829219601e-08	2.23300408819064	0.005	0.001	0.00205148036803659
GLCCI1	8.36614957539904e-08	0.634648932880614	0.208	0.173	0.00205338775178594
ZNF365	8.41447743763551e-08	-2.0146735000977	0.002	0.011	0.00206524934229326
PHKG1	8.42748789182349e-08	-0.680889401562949	0.059	0.083	0.00206844262816916
TTC19	8.42978896580208e-08	0.383028448819536	0.273	0.228	0.00206900740376646
SLC29A1	8.5650252177e-08	1.71023108029196	0.011	0.003	0.00210219978943229
AC011825.2	8.66776074387265e-08	1.11790926019682	0.018	0.008	0.0021274151969761
GOLGA6L4	8.66891105474039e-08	-1.42098043908778	0.007	0.019	0.00212769752927548
ZNF507	8.70227235395287e-08	-0.471732506536343	0.074	0.101	0.00213588572655419
HOPX	8.83374832583809e-08	0.409330313318564	0.195	0.259	0.0021681551890937
SFMBT1	8.88873833865454e-08	0.613554184584101	0.091	0.065	0.00218165193783937
HOXB2	8.93936804953925e-08	-0.352822120244368	0.058	0.084	0.00219407849407891
KLHL21	9.00512052793978e-08	0.593435887913005	0.077	0.053	0.00221021678237754
RAB25	9.12621207445211e-08	3.23612520553427	0.006	0.001	0.00223993749155353
IL21	9.15729885931068e-08	3.14069368732105	0.006	0.001	0.00224756743202921
PRRT2	9.20500145640624e-08	-1.01923867323175	0.015	0.03	0.00225927555746035
TTL	9.35101431222616e-08	0.894132178072206	0.082	0.059	0.00229511295279279
TRIP6	9.3670049338203e-08	1.3266793181246	0.019	0.008	0.00229903769095685
DCLRE1B	9.37376923876869e-08	1.40893033264512	0.018	0.008	0.00230069792196339
AC021054.1	9.46728222016635e-08	-1.20524028071226	0.009	0.022	0.00232364974811763
CNR2	9.47207116149818e-08	-1.97653515614968	0.005	0.016	0.00232482514587811
BTK	9.57748139161647e-08	0.923138303935003	0.017	0.007	0.00235069703275835
FBLN2	9.63337579491425e-08	6.97939714984945	0.003	0	0.00236441575510375
ADAMTS9	9.63337579491425e-08	7.5436322298354	0.003	0	0.00236441575510375
GATA4	9.63337579491425e-08	7.10098889570407	0.003	0	0.00236441575510375
EHD2	9.63337579491425e-08	7.22569384004374	0.003	0	0.00236441575510375
GJB2	9.63337579491425e-08	6.95475955456535	0.003	0	0.00236441575510375
KRT16	9.63337579491425e-08	7.5117509230678	0.003	0	0.00236441575510375
PDPN	9.63337579491425e-08	7.44582627688016	0.003	0	0.00236441575510375
AC009509.1	9.63337579491425e-08	6.72676399120845	0.003	0	0.00236441575510375
GPR34	9.75283705324579e-08	1.73063381176113	0.013	0.005	0.00239373632634865
AFAP1-AS1	9.94660564035405e-08	4.48902667782955	0.004	0	0.0024412948883685
C1orf50	1.0001402080573e-07	-0.889790017917635	0.023	0.04	0.00245474412665584
DIXDC1	1.00074331295241e-07	1.77188282811717	0.015	0.006	0.00245622438731039
RAB4B	1.00341766260752e-07	-0.865221946709076	0.02	0.036	0.00246278831110389
DNAJC19	1.00604432775366e-07	-0.297544553732557	0.171	0.203	0.00246923519803858
PMS1	1.01380073840424e-07	-0.431616671696138	0.064	0.09	0.00248827253233936
PEX13	1.01570693102318e-07	-0.43443202895727	0.041	0.063	0.00249295109150329
ENTPD1-AS1	1.01705909343203e-07	-0.915884166117471	0.018	0.034	0.00249626983891958
AC025159.1	1.01804617890901e-07	-0.755652172623174	0.036	0.056	0.00249869254151428
AC011773.4	1.01845561351389e-07	-2.00632064255352	0.004	0.014	0.0024996974578085
AC074117.1	1.01921807853707e-07	0.721501140310016	0.092	0.066	0.00250156885196139
UBE3C	1.0237413323117e-07	0.541081220207729	0.146	0.113	0.00251267072602584
AL137025.1	1.02438102801435e-07	2.49571989298822	0.01	0.003	0.00251424079515842
ARFRP1	1.02859080798032e-07	-0.410672212377767	0.074	0.101	0.00252457327910689
EPHX2	1.05555132668395e-07	0.700280678730465	0.036	0.02	0.00259074517621308
CDK6	1.06150579829463e-07	0.722611624362472	0.209	0.18	0.00260535983133434
USP8	1.06278655824412e-07	0.376386038379819	0.309	0.269	0.00260850332855436
AP001267.1	1.07901968058378e-07	-0.896143771521472	0.014	0.028	0.00264834590402483
TMEM39B	1.09139918890882e-07	0.800805911776297	0.042	0.025	0.0026787301692578
BICDL2	1.09978009275466e-07	-1.42706961720008	0.007	0.018	0.00269930025965704
RAP2C-AS1	1.10825036473944e-07	-0.862187954621228	0.011	0.024	0.00272008969521647
NRAS	1.1082744934448e-07	0.588431113312032	0.11	0.082	0.00272014891671091
GCAT	1.10911145030009e-07	3.07144733005564	0.005	0.001	0.00272220314361655
CBWD5	1.12370411508515e-07	-0.788218997801418	0.051	0.074	0.00275801938006498
GDE1	1.13385430418745e-07	0.696592696042042	0.088	0.063	0.00278293200419769
KIFC2	1.14313627485378e-07	-0.984974485434994	0.017	0.032	0.00280571367300112
BBS9	1.16190113061425e-07	-0.826150679111922	0.023	0.04	0.00285177013497961
TTC5	1.17479093113239e-07	-0.524898251119275	0.041	0.063	0.00288340686137133
BAG6	1.18109337885373e-07	0.535090092121129	0.129	0.098	0.0028988755890586
HACD1	1.18263395752704e-07	1.34904629490896	0.017	0.007	0.00290265678535437
DUSP14	1.19081394042395e-07	0.826392408399741	0.03	0.016	0.00292273373537653
EPPK1	1.19306758719336e-07	1.31087301985701	0.02	0.009	0.00292826508600738
AC022126.1	1.19445840997295e-07	2.91210970160854	0.007	0.001	0.00293167872143762
NFIA	1.20809328614123e-07	-0.659387403772098	0.025	0.044	0.00296514416150504
NSMCE4A	1.20906234166962e-07	-0.416182990774441	0.068	0.095	0.00296752261139391
HHAT	1.22525900698356e-07	-0.927772521947522	0.009	0.022	0.00300727570674044
MPST	1.23302390625e-07	1.04939022132012	0.056	0.037	0.00302633387549999
ABCC1	1.23518339981531e-07	0.594293802667271	0.093	0.066	0.0030316341365067
ST3GAL5-AS1	1.23809799718284e-07	-2.59348436780801	0.001	0.009	0.00303878772428557
ZBTB49	1.23928227590512e-07	-1.19842943425992	0.013	0.028	0.00304169441798152
ZNF852	1.24060361776961e-07	-0.953231446702422	0.006	0.017	0.00304493751945372
SPAG1	1.24344862187969e-07	0.873719405242712	0.059	0.039	0.0030519202975415
C18orf32	1.2470796586682e-07	-0.36936594135141	0.075	0.102	0.00306083231423523
SNX13	1.25092039888423e-07	-0.371198925707844	0.088	0.116	0.00307025902702145
GAL3ST4	1.254843998231e-07	1.59505716202032	0.007	0.001	0.00307988910925817
