"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006338","GO:0006338","chromatin remodeling","22/931","156/17913",1.90931430465712e-05,0.000506990419618481,0.000399536428863689,"ANP32E/BAZ1A/CENPK/CENPL/CENPT/CHD1/CHD3/CHD8/GATA3/HNRNPC/KDM6B/MYC/MYSM1/NASP/PTMA/RERE/SATB1/SMARCA5/SMCHD1/SUPT6H/TPR/ZBTB7A",22
"GO:0034063","GO:0034063","stress granule assembly","7/931","18/17913",1.92310201093055e-05,0.000506990419618481,0.000399536428863689,"ATXN2L/BICD1/C9orf72/CIRBP/DDX3X/DYNC1H1/RPS23",7
"GO:0042026","GO:0042026","protein refolding","7/931","18/17913",1.92310201093055e-05,0.000506990419618481,0.000399536428863689,"DNAJA4/DNAJB2/HSP90AA1/HSPA1A/HSPA2/HSPA8/HSPD1",7
"GO:0046782","GO:0046782","regulation of viral transcription","13/931","64/17913",2.06396302780899e-05,0.000541277005565196,0.000426556150690754,"CHD1/DHX9/GTF2B/GTF2F2/JUN/LEF1/POLR2A/POLR2C/POLR2H/TAF11/TARDBP/TRIM8/ZFP36",13
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","32/931","278/17913",2.14911134463498e-05,0.000560671808608158,0.000441840325788442,"AKT1/CCM2/CRKL/CYLD/DNAJA1/DUSP1/FZD7/GADD45A/GADD45B/GADD45G/GPS2/IGBP1/MAP3K11/MAP3K12/MYC/NBR1/PER1/PTGER4/RPS27A/RPS3/SDCBP/SH2D3A/SKP1/TNF/TRAF6/UBA52/UBB/UBC/UBE2N/ZC3H12A/ZFP36/ZFP36L1",32
"GO:0070849","GO:0070849","response to epidermal growth factor","11/931","47/17913",2.18815399728871e-05,0.000566127891615646,0.000446140020291616,"AKT1/BAIAP2/EEF1A1/ERRFI1/ID1/NCL/SYAP1/TPR/ZFP36/ZFP36L1/ZFP36L2",11
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","47/931","479/17913",2.1926294863932e-05,0.000566127891615646,0.000446140020291616,"AKT1/CALM1/CALM2/CCND3/CCNK/CCNL1/CDC37/CDKN1A/CDKN1B/CDKN1C/CKS2/CRKL/CXCR4/DAZAP2/DBF4/DDX3X/DNAJA1/DUSP1/DUSP5/FGFR1/GADD45A/GADD45B/GADD45G/GPS2/HEXIM1/HSP90AB1/IFNG/MADD/MAP3K11/MAP3K12/MLST8/NUP62/PPP2CA/PRKAG2/PRKAR2A/RGS2/RPS27A/RPS3/SIRT1/SOD1/SYAP1/TNF/TRAF6/UBA52/UBB/UBC/UBE2N",47
"GO:0048872","GO:0048872","homeostasis of number of cells","29/931","241/17913",2.25900126616873e-05,0.000580273709858418,0.000457287705702172,"AKT1/ARID4A/ASXL1/BCL6/BPGM/CYLD/FLT3LG/GATA3/HSPA1A/HSPA9/KLF2/L3MBTL3/LAT/LDB1/PMAIP1/PTPN2/RPS14/RPS19/SKIL/SMAP1/SOD1/STAT3/THRA/TSC22D3/UBAP2L/WDR48/ZBTB7A/ZFP36/ZFP36L1",29
"GO:0071103","GO:0071103","DNA conformation change","32/931","279/17913",2.30975026153076e-05,0.000590282605102426,0.00046517526749411,"BRD2/CENPK/CENPL/CENPT/CHD1/CHD2/CHD3/CHD8/CUL4A/DDX3X/DHX36/DHX9/GRWD1/HELB/HNRNPA2B1/NAP1L1/NASP/PAF1/POT1/PURA/RAD23B/RPS27A/SMARCA5/SMCHD1/TPR/TSPYL2/TSPYL4/UBA52/UBB/UBC/UBN1/XRCC6",32
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","14/931","74/17913",2.34641180132326e-05,0.000596607954965898,0.000470159992250185,"BCL6/CD83/FOXP1/GATA3/IFNG/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/RUNX1/SATB1/STAT3/ZC3H12A",14
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","27/931","217/17913",2.35996672612651e-05,0.000597023905614531,0.000470487784315493,"ATF4/CALR/CAPRIN2/CELF1/CIRBP/DDX3X/DHX36/KHSRP/NCL/NOTCH4/PURA/RARA/RBM3/RBM4/RGS2/RNF139/RPS3/STAT3/SYNCRIP/TNRC6B/TNRC6C/TOB1/TPR/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",27
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","28/931","230/17913",2.5130476457256e-05,0.000632555560675354,0.000498488689313462,"AKT1/ATXN3/CSNK1D/DERL2/DNAJB2/FHIT/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/MYLIP/PLK2/PLK3/PSMC6/RAD23A/RAD23B/RNF139/RPL11/RPL23/SDCBP/SUMO1/TAF1/UBB/UBQLN1/UBXN1/USP19/ZFAND2A",28
"GO:0050821","GO:0050821","protein stabilization","23/931","171/17913",2.70757679057046e-05,0.000678112607198372,0.000534390156033644,"BAG3/CALR/CCNH/CCT2/CCT3/CCT4/CDKN1A/FLOT1/GOLGA7/HIP1R/HSP90AA1/HSP90AB1/HSPA1A/HSPD1/PTGES3/RPL11/RPL23/RTN4/SUMO1/TAF1/UBE2B/USP19/ZNF207",23
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","35/931","322/17913",3.07155030315657e-05,0.000765442560622452,0.000603210978624622,"AKT1/CALM1/CALM2/CCND3/CCNK/CDKN1B/CKS2/CRKL/CXCR4/DAZAP2/DBF4/DDX3X/DUSP5/FGFR1/GADD45A/GADD45B/GADD45G/HSP90AB1/IFNG/MADD/MAP3K11/MAP3K12/MLST8/PPP2CA/RPS27A/RPS3/SIRT1/SOD1/SYAP1/TNF/TRAF6/UBA52/UBB/UBC/UBE2N",35
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","18/931","117/17913",3.31537418435846e-05,0.000822114321259976,0.000647871453431174,"CEBPB/CUL4A/FOS/FOXP1/GNAS/HAX1/IFNG/JUN/KLF10/LEF1/MYC/PTPN2/RARA/RUNX1/TNF/TOB2/TRAF6/ZFP36L1",18
"GO:0030217","GO:0030217","T cell differentiation","28/931","234/17913",3.44337397288984e-05,0.000849648287202228,0.000669569738052212,"BCL6/CD83/CYLD/EGR1/EGR3/FOXP1/FZD7/GATA3/IFNG/IRF1/LEF1/NFKBID/NFKBIZ/NRARP/PNP/PRR7/PTGER4/PTPN2/RARA/RUNX1/SATB1/SOD1/STAT3/TCF7/XBP1/ZC3H12A/ZFP36L1/ZFP36L2",28
"GO:0050434","GO:0050434","positive regulation of viral transcription","10/931","41/17913",3.51958365083154e-05,0.00086419580916741,0.000681033988163997,"CHD1/DHX9/GTF2B/GTF2F2/JUN/LEF1/POLR2A/POLR2C/POLR2H/TAF11",10
"GO:0031123","GO:0031123","RNA 3'-end processing","17/931","107/17913",3.56972873135652e-05,0.000872232742212917,0.000687367534921024,"AHCYL1/DHX36/MAGOHB/PABPC1/PAF1/PCF11/RBM8A/RNF20/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SYMPK/TRNT1/ZFP36L1",17
"GO:0065004","GO:0065004","protein-DNA complex assembly","26/931","210/17913",3.6176691000973e-05,0.000879655559339194,0.000693217124443786,"BRD2/CCNH/CENPK/CENPL/CENPT/CUL4A/ERCC5/GRWD1/GTF2B/MIS12/NAP1L1/NASP/POLR1E/RAD23B/RNF4/RPS27A/SMARCA5/TAF1/THRA/TSPYL2/TSPYL4/UBA52/UBB/UBC/UBN1/UBTF",26
"GO:0050870","GO:0050870","positive regulation of T cell activation","25/931","198/17913",3.65305086540715e-05,0.000883967719073644,0.00069661534428054,"AKT1/BCL6/CD274/CD55/CD83/CYLD/EFNB2/EGR3/GATA3/GRB2/HLA-E/HSPD1/HSPH1/IFNG/IL6ST/NCK2/NFKBID/NFKBIZ/PNP/RARA/RPS3/RUNX1/TFRC/TRAF6/XBP1",25
"GO:0006595","GO:0006595","polyamine metabolic process","6/931","14/17913",4.0623809635811e-05,0.000974291562623527,0.000767795517508112,"AMD1/DHPS/OAZ1/OAZ2/ODC1/SAT1",6
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","13/931","68/17913",4.06522133336629e-05,0.000974291562623527,0.000767795517508112,"AKT1/CSNK1D/DNAJB2/GSK3A/HERPUD1/HSPA1A/PLK2/PLK3/RAD23A/SUMO1/TAF1/UBQLN1/ZFAND2A",13
"GO:0043900","GO:0043900","regulation of multi-organism process","41/931","408/17913",4.22451908435629e-05,0.0010076483854067,0.000794082534653438,"CALR/CCNK/CD55/CHD1/CNOT7/CXCR4/DDX3X/DDX5/DHX9/ELMOD2/FOXP1/GTF2B/GTF2F2/HSPA8/IFNG/JUN/KPNA2/LEF1/MPHOSPH8/PABPC1/PCBP2/POLR2A/POLR2C/POLR2H/RAD23A/SIN3A/SMC3/SQSTM1/TAF11/TARDBP/TBC1D20/TNF/TRAF6/TRIM28/TRIM38/TRIM8/VPS37B/YTHDC2/ZC3H12A/ZC3HAV1/ZFP36",41
"GO:0009895","GO:0009895","negative regulation of catabolic process","32/931","288/17913",4.33030662784595e-05,0.00102798606155831,0.000810109745793081,"AKT1/CIRBP/DDIT4/DERL2/DHX36/DHX9/EIF4G2/FHIT/GOLGA2/GSK3A/HNRNPA0/HNRNPC/HNRNPU/HSP90AB1/LRIG2/LRPPRC/MCL1/NAF1/PABPC1/RPL11/RPL23/SDCBP/SECISBP2/STAT3/SYNCRIP/TAF1/TARDBP/TNF/TOB1/UBXN1/USP19/ZFP36",32
"GO:0051098","GO:0051098","regulation of binding","38/931","368/17913",4.45033841756542e-05,0.00105149741196157,0.000828637987381843,"AKT1/AKTIP/C9orf72/CALM2/CAPRIN2/CYLD/DDIT3/DHX9/DNAJB2/EIF3D/FLOT1/GATA3/GOLGA2/GTF2B/HERPUD1/HIP1R/HSP90AB1/HSPA5/ID1/IFNG/JUN/LEF1/MEPCE/PLK2/PPP2CA/RARA/RPL11/SIN3A/SMAD4/STMN1/SUMO1/SYAP1/SYMPK/TAF1/TDG/TRAF6/TRIM28/ZBTB7A",38
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","35/931","328/17913",4.50857919450837e-05,0.00106025695705598,0.000835540992310669,"AKT1/BCL6/CD274/CD55/CD83/CEBPB/CYLD/EFNB2/EGR3/GATA3/GRB2/HLA-E/HSPD1/HSPH1/ICAM1/IFNG/IL6ST/IRF1/NCK2/NFKBID/NFKBIZ/NR4A3/NRARP/PELI1/PNP/PTPN2/RARA/RPS3/RUNX1/SEMA4D/TFRC/TNF/TRAF6/XBP1/ZC3H12A",35
"GO:0019079","GO:0019079","viral genome replication","18/931","120/17913",4.68312240050219e-05,0.00109027946206717,0.000859200383047755,"CCNK/CNOT7/DDX3X/DDX5/HSPA8/MPHOSPH8/PABPC1/PCBP1/PCBP2/RAB5A/RAD23A/TBC1D20/TNF/TRIM28/TRIM38/YTHDC2/ZC3H12A/ZC3HAV1",18
"GO:0034101","GO:0034101","erythrocyte homeostasis","18/931","120/17913",4.68312240050219e-05,0.00109027946206717,0.000859200383047755,"ARID4A/BCL6/BPGM/GATA3/HSPA1A/HSPA9/KLF2/L3MBTL3/LDB1/PTPN2/RPS14/RPS19/SMAP1/STAT3/THRA/ZBTB7A/ZFP36/ZFP36L1",18
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","25/931","201/17913",4.70154449603731e-05,0.00109027946206717,0.000859200383047755,"CEBPB/CUL4A/DHRS7B/FOS/FOXP1/GATA3/GNAS/HAX1/IFNG/JUN/JUNB/KLF10/L3MBTL3/LEF1/MYC/PTPN2/RARA/RUNX1/SBNO2/SIRT1/TFRC/TNF/TOB2/TRAF6/ZFP36L1",25
"GO:0090169","GO:0090169","regulation of spindle assembly","8/931","27/17913",4.73390453018647e-05,0.00109272478302784,0.000861127430909496,"CHMP1B/DYNC1H1/HNRNPU/HSPA1A/NUMA1/RNF4/SMC3/TPR",8
"GO:0006368","GO:0006368","transcription elongation from RNA polymerase II promoter","14/931","79/17913",5.0281802456688e-05,0.00115005273290206,0.000906305019046287,"AFF4/CCNH/CCNK/ELL2/ENY2/GTF2F2/HNRNPU/MLLT1/PAF1/POLR2A/POLR2C/POLR2H/SUPT6H/WDR61",14
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","14/931","79/17913",5.0281802456688e-05,0.00115005273290206,0.000906305019046287,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/NAF1/POT1/PTGES3/SMG5",14
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","10/931","43/17913",5.47630061592589e-05,0.00124685408114422,0.000982589823431679,"AKT1/BAIAP2/EEF1A1/ERRFI1/ID1/NCL/SYAP1/ZFP36/ZFP36L1/ZFP36L2",10
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","9/931","35/17913",5.52445306486672e-05,0.00124986519568686,0.00098496274785927,"CYLD/HSPA1A/RPS27A/TRAF6/UBA52/UBB/UBC/UBE2N/XIAP",9
"GO:1903829","GO:1903829","positive regulation of cellular protein localization","34/931","318/17913",5.53943049396053e-05,0.00124986519568686,0.00098496274785927,"AKT1/BAG3/BICD1/CCT2/CCT3/CCT4/CTDSPL2/CYLD/GSK3A/HSP90AB1/IFNG/KCNB1/KIF5B/LRIG2/NUMA1/NUP62/OAZ1/OAZ2/PLK3/PMAIP1/RBM22/RTN4/SQSTM1/TARDBP/TM9SF4/TNF/TOMM7/TPR/TRIM28/TRIM8/UBE2D3/VAMP2/YWHAQ/ZC3H12A",34
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","33/931","305/17913",5.61620967163327e-05,0.00126150646839511,0.000994136713175584,"AKT1/BCL6/CD274/CD55/CD83/CDKN1A/CYLD/EFNB2/EGR3/EXOSC6/FLT3LG/GATA3/GRB2/HLA-E/HSPD1/HSPH1/IFNG/IL6ST/IRS2/MLH1/NCK2/NFKBID/NFKBIZ/NR4A3/PELI1/PNP/RARA/RPS3/RUNX1/TFRC/TRAF6/XBP1/ZNF335",33
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","15/931","90/17913",5.75372198437289e-05,0.00128090637420995,0.0010094249095391,"BCL6/CD274/CD55/CD83/GATA3/HLA-E/HSPH1/IFNG/IRF1/NFKBID/NFKBIZ/PNP/RARA/RUNX1/ZC3H12A",15
"GO:0051225","GO:0051225","spindle assembly","15/931","90/17913",5.75372198437289e-05,0.00128090637420995,0.0010094249095391,"CEP63/CHMP1B/CSNK1D/DYNC1H1/GOLGA2/HNRNPU/HSPA1A/KIF2A/MLH1/NUMA1/RNF4/RPS3/SMC3/TPR/ZNF207",15
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","24/931","192/17913",6.10728718099521e-05,0.00134650356267856,0.0010611191140252,"AKT1/ATXN3/CDKN1B/CSNK1D/DNAJB2/GSK3A/HERPUD1/HSP90AA1/HSPA1A/IFNG/MYLIP/OAZ1/OAZ2/PLK2/PLK3/PSMC6/RAD23A/RNF139/STX5/SUMO1/TAF1/TNF/UBQLN1/ZFAND2A",24
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","7/931","21/17913",6.12490367331274e-05,0.00134650356267856,0.0010611191140252,"DDX5/HEXIM1/PMAIP1/RPL11/RPL23/RPL26/UBB",7
"GO:0043902","GO:0043902","positive regulation of multi-organism process","23/931","180/17913",6.12902400260956e-05,0.00134650356267856,0.0010611191140252,"CHD1/CNOT7/DDX3X/DHX9/GTF2B/GTF2F2/HSPA8/IFNG/JUN/KPNA2/LEF1/PABPC1/POLR2A/POLR2C/POLR2H/RAD23A/SMC3/TAF11/TBC1D20/TRAF6/TRIM38/VPS37B/YTHDC2",23
"GO:0006914","GO:0006914","autophagy","45/931","471/17913",6.19686683129604e-05,0.00134956982425921,0.00106353549736202,"AKT1/ATG3/ATP6V1G1/BAG3/BNIP3L/C9orf72/CDC37/CHMP6/DDIT3/DRAM2/DYNLL1/DYNLL2/EEF1A1/EIF4G2/GABARAPL1/GOLGA2/GSK3A/HAX1/HSP90AA1/HSPA8/IFNG/MCL1/MLST8/NBR1/NRBF2/PLK2/PLK3/PRKAG2/RAB5A/RHEB/SCOC/SIRT1/SNX5/SQSTM1/STAT3/STX17/TOLLIP/TOMM7/TP53INP1/TRIM8/UBQLN1/VPS13A/VPS37B/XBP1/ZC3H12A",45
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","45/931","471/17913",6.19686683129604e-05,0.00134956982425921,0.00106353549736202,"AKT1/ATG3/ATP6V1G1/BAG3/BNIP3L/C9orf72/CDC37/CHMP6/DDIT3/DRAM2/DYNLL1/DYNLL2/EEF1A1/EIF4G2/GABARAPL1/GOLGA2/GSK3A/HAX1/HSP90AA1/HSPA8/IFNG/MCL1/MLST8/NBR1/NRBF2/PLK2/PLK3/PRKAG2/RAB5A/RHEB/SCOC/SIRT1/SNX5/SQSTM1/STAT3/STX17/TOLLIP/TOMM7/TP53INP1/TRIM8/UBQLN1/VPS13A/VPS37B/XBP1/ZC3H12A",45
"GO:0050863","GO:0050863","regulation of T cell activation","33/931","307/17913",6.38559402586198e-05,0.00138465110283735,0.00109118148083766,"AKT1/BCL6/CD274/CD55/CD83/CEBPB/CYLD/EFNB2/EGR3/GATA3/GRB2/HLA-E/HSPD1/HSPH1/IFNG/IL6ST/IRF1/LAT/NCK2/NFKBID/NFKBIZ/NRARP/PELI1/PNP/PTPN2/RARA/RPS3/RUNX1/SOD1/TFRC/TRAF6/XBP1/ZC3H12A",33
"GO:0061158","GO:0061158","3'-UTR-mediated mRNA destabilization","6/931","15/17913",6.47312620962334e-05,0.00139758143034497,0.00110137129247221,"DHX36/KHSRP/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",6
"GO:0043401","GO:0043401","steroid hormone mediated signaling pathway","23/931","181/17913",6.68364561061143e-05,0.00143684038040999,0.0011323095116238,"BUD31/CALR/DDX17/DDX5/FKBP4/FOXP1/GRIP1/KDM3A/LBH/LEF1/NR1D2/NR4A1/NR4A2/NR4A3/PER1/RARA/RNF4/RUNX1/SIRT1/TAF1/TAF7/THRA/ZBTB7A",23
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","9/931","36/17913",7.02888929886715e-05,0.00149185197025532,0.00117566168022979,"CYLD/HSPA1A/RPS27A/TRAF6/UBA52/UBB/UBC/UBE2N/XIAP",9
"GO:0048255","GO:0048255","mRNA stabilization","9/931","36/17913",7.02888929886715e-05,0.00149185197025532,0.00117566168022979,"CIRBP/DHX9/HNRNPA0/HNRNPC/HNRNPU/PABPC1/SYNCRIP/TARDBP/ZFP36",9
"GO:0051973","GO:0051973","positive regulation of telomerase activity","9/931","36/17913",7.02888929886715e-05,0.00149185197025532,0.00117566168022979,"CCT2/CCT4/HNRNPA2B1/HSP90AA1/HSP90AB1/MYC/NAF1/POT1/PTGES3",9
"GO:0019827","GO:0019827","stem cell population maintenance","21/931","158/17913",7.11658873111934e-05,0.0015040925297121,0.00118530791657551,"CNOT3/CUL4A/FOXP1/FZD7/KDM3A/KDM4C/KLF10/LBH/LDB1/MED30/MTF2/PAF1/POLR2A/POLR2C/POLR2H/SMAD4/SMC3/STAT3/TRIM8/ZC3H13/ZFP36L2",21
"GO:0090068","GO:0090068","positive regulation of cell cycle process","31/931","283/17913",7.41337888271531e-05,0.00156023591695466,0.00122955200398861,"AKT1/CDKN1A/CDKN1B/CEP120/CNOT3/CNOT4/CNOT6/CNOT7/CRLF3/CUL4A/DDX3X/DYNC1H1/FGFR1/GADD45A/HNRNPU/HSPA2/MECP2/MEPCE/NUMA1/NUP62/PAF1/PCNA/PLK2/PLK3/RPL23/RPL26/SFPQ/SIN3A/TPR/UBE2B/USP19",31
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","15/931","92/17913",7.47145831959916e-05,0.00156588011392771,0.00123399994267769,"CDKN1A/DDIT4/HNRNPK/MLH1/MOAP1/RAD9A/RPL26/RPS3/SIRT1/SKIL/SNAI1/TNF/TOPORS/TPT1/USP47",15
"GO:1903897","GO:1903897","regulation of PERK-mediated unfolded protein response","5/931","10/17913",7.5940969858628e-05,0.00158495132509112,0.00124902910951691,"HSPA5/NCK2/PPP1R15A/PPP1R15B/PTPN2",5
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","14/931","82/17913",7.68756621322045e-05,0.00159780162498013,0.00125915585497168,"AKT1/CSNK1D/DNAJB2/GSK3A/HERPUD1/HSPA1A/PLK2/PLK3/RAD23A/RNF139/SUMO1/TAF1/UBQLN1/ZFAND2A",14
"GO:0009267","GO:0009267","cellular response to starvation","19/931","136/17913",7.88178885101748e-05,0.00163140001465895,0.00128563324016162,"ATF3/ATF4/CDKN1A/CPEB4/FNIP1/HNRNPA1/HSPA5/HSPA8/ITFG2/JUN/KLF10/MAX/NUAK2/PMAIP1/SIRT1/SLC2A1/SLC38A2/XBP1/ZC3H12A",19
"GO:0006294","GO:0006294","nucleotide-excision repair, preincision complex assembly","8/931","29/17913",8.34199216193457e-05,0.00171954891930577,0.00135509944150984,"CCNH/CUL4A/ERCC5/RAD23B/RPS27A/UBA52/UBB/UBC",8
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","15/931","93/17913",8.48726642719002e-05,0.00173591834161247,0.00136799944963209,"AKT1/ATXN3/CSNK1D/DNAJB2/GSK3A/HERPUD1/HSPA1A/PLK2/PLK3/PSMC6/RAD23A/SUMO1/TAF1/UBQLN1/ZFAND2A",15
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","24/931","196/17913",8.49071658404984e-05,0.00173591834161247,0.00136799944963209,"AKT1/ARL6IP1/BCL2L13/CYCS/DDX3X/DNAJB6/FAM162A/FNIP1/HERPUD1/HIP1R/HSPD1/IGBP1/LEF1/MTCH1/MYC/NLRP1/PMAIP1/PRR7/RPS3/RPS6KA3/SIRT1/TNF/USP47/XIAP",24
"GO:0098727","GO:0098727","maintenance of cell number","21/931","160/17913",8.55536070113871e-05,0.00174202446146357,0.00137281140904023,"CNOT3/CUL4A/FOXP1/FZD7/KDM3A/KDM4C/KLF10/LBH/LDB1/MED30/MTF2/PAF1/POLR2A/POLR2C/POLR2H/SMAD4/SMC3/STAT3/TRIM8/ZC3H13/ZFP36L2",21
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","11/931","54/17913",8.61849153188899e-05,0.00174777425438186,0.00137734256316146,"FOS/GNAS/HAX1/IFNG/JUN/KLF10/LEF1/RUNX1/TNF/TRAF6/ZFP36L1",11
"GO:0051592","GO:0051592","response to calcium ion","18/931","126/17913",8.99195668699076e-05,0.00181615770343293,0.00143123249474598,"ACTG1/AHCYL1/CACYBP/CALM1/CALM2/CAMK2D/DUSP1/ENDOG/FOS/FOSB/FUS/HOMER1/HSPA5/JUN/JUNB/JUND/RASGRP2/STIM1",18
"GO:0045444","GO:0045444","fat cell differentiation","26/931","222/17913",9.28200660786581e-05,0.00186721169071485,0.00147146585413218,"AKT1/ARL4A/ASXL1/CCDC85B/CEBPB/DDIT3/EGR2/GATA3/GPS2/HNRNPU/INSIG1/ITGA6/NR4A1/NR4A2/NR4A3/RGS2/SIRT1/SYAP1/TMEM120B/TNF/XBP1/ZBTB7A/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",26
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","6/931","16/17913",9.90235677122872e-05,0.00198403620268339,0.0015635300165098,"CCT2/HSP90AA1/HSP90AB1/HSPA1A/HSPD1/PTGES3",6
"GO:0060711","GO:0060711","labyrinthine layer development","10/931","46/17913",0.000101052756010895,0.00201662651338078,0.00158921297983165,"AKT1/DNAJB6/EGLN1/GGNBP2/GRB2/JUNB/SOCS3/SPINT2/TMED2/ZFP36L1",10
"GO:0042594","GO:0042594","response to starvation","22/931","174/17913",0.000102884648811237,0.00204503653133129,0.00161160164178002,"ATF3/ATF4/CDKN1A/CPEB4/DDIT3/EIF2A/FNIP1/HNRNPA1/HSPA5/HSPA8/ITFG2/JUN/KLF10/MAX/NUAK2/PMAIP1/SIRT1/SLC2A1/SLC38A2/XBP1/ZC3H12A/ZFP36",22
"GO:2000142","GO:2000142","regulation of DNA-templated transcription, initiation","8/931","30/17913",0.00010860766361553,0.00213834666746832,0.00168513517836446,"BCLAF1/DHX36/GTF2B/JUN/TAF1/TAF7/THRA/ZNF451",8
"GO:0007052","GO:0007052","mitotic spindle organization","15/931","95/17913",0.000108859732522344,0.00213834666746832,0.00168513517836446,"CHMP1B/DYNC1H1/GOLGA2/HNRNPU/HSPA1A/KIF2A/MECP2/NUMA1/NUP62/PLK2/SBDS/SMC3/STMN1/TPR/ZNF207",15
"GO:0045069","GO:0045069","regulation of viral genome replication","15/931","95/17913",0.000108859732522344,0.00213834666746832,0.00168513517836446,"CCNK/CNOT7/DDX3X/DDX5/HSPA8/MPHOSPH8/PABPC1/RAD23A/TBC1D20/TNF/TRIM28/TRIM38/YTHDC2/ZC3H12A/ZC3HAV1",15
"GO:0019068","GO:0019068","virion assembly","9/931","38/17913",0.000110832719560172,0.00216015989212802,0.00170232520315644,"CHMP1B/CHMP6/PDCD6IP/RPS27A/TBC1D20/UBA52/UBB/UBC/VPS37B",9
"GO:0042769","GO:0042769","DNA damage response, detection of DNA damage","9/931","38/17913",0.000110832719560172,0.00216015989212802,0.00170232520315644,"CUL4A/PCNA/RPS27A/RPS3/UBA52/UBB/UBC/UBE2B/WDR48",9
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","16/931","106/17913",0.000112692914087742,0.00218790235141667,0.00172418779204012,"CCT2/CCT3/CCT4/CDKN1A/DUSP1/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/MYC/NAF1/POT1/PTGES3/SMG5",16
"GO:0034660","GO:0034660","ncRNA metabolic process","44/931","470/17913",0.000118897893767569,0.00229945772155117,0.00181209957987557,"AARSD1/AIMP1/CCNK/DDX17/DDX27/DEDD2/ELL2/EXOSC6/EXOSC9/GTF2A1/GTF2B/GTF2E2/GTF2F2/HNRNPA2B1/IMP3/INTS6/ISG20L2/KHSRP/MEPCE/NAF1/NCL/NSUN6/POLR2A/POLR2C/POLR2H/RBFA/RPL11/RPL14/RPL26/RPL27/RPL7/RPP21/RPS14/RPS16/RPS19/RPS27/RPS9/SBDS/SIRT1/TAF11/TRMT1/TRNT1/TSEN34/ZC3H12A",44
"GO:0016197","GO:0016197","endosomal transport","23/931","188/17913",0.000119935485843086,0.00231060326380008,0.00182088288223309,"ARL1/BET1L/CHMP6/EHD1/GOSR1/GRASP/GRIP1/RAB6A/RNF126/RPS27A/SGSM2/SNX27/SNX5/SPAG9/SQSTM1/STX16/STX5/TMEM87A/TOM1/UBA52/UBB/UBC/VPS37B",23
"GO:0006977","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","11/931","56/17913",0.000121914675221532,0.00233973413097568,0.00184383961315081,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:1900102","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","5/931","11/17913",0.000133263697933663,0.002535535897273,0.00199814221028964,"DNAJB9/HSPA5/NCK2/PPP1R15A/PPP1R15B",5
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","5/931","11/17913",0.000133263697933663,0.002535535897273,0.00199814221028964,"ATF3/ATF4/CEBPB/DDIT3/HSPA5",5
